what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816328567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816332902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816333433
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816334122
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816335616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816351220
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816351703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816356983
activated,editor,dclsuite,1.0.0.201201171054,"dclsuite.editor.DCLEditor",1326816358896
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1326816359399
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1326816359950
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326816361582
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1326816365094
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1326816365414
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1326816367359
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1326816367591
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326816377422
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326816377671
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1326816377959
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1326816378175
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1326816378359
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326816379535
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326816379719
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1326816380558
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326816381199
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1326816381479
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1326816381751
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1326816382080
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326816387546
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1326816390419
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816410894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816412431
activated,editor,dclsuite,1.0.0.201201171054,"dclsuite.editor.DCLEditor",1326816412440
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816414807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816419975
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816420422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816421865
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1326816422609
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1326816422879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816423950
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816434769
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816435739
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816441027
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1326816441779
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1326816442040
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816446010
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1326816448416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816448502
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1326816448679
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1326816449276
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1326816451909
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1326816452477
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1326816454963
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816460533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816461272
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816462752
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816495085
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1326816496333
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1326816497180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816502528
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816507738
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816516639
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816520393
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816536777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816539406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816546323
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816548605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816553996
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816558026
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816558579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816687525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816690965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816694991
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1326816696257
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1326816700299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816713617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816730318
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326816737152
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1326816752240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326816752566
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326816753340
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1326816753712
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1326816753888
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326816756471
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816765268
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816854497
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816857235
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1326816865652
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816865682
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326816866177
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326817911347
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1326817914303
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1326817914718
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1326817914950
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326817916556
activated,editor,dclsuite,1.0.0.201201171054,"dclsuite.editor.DCLEditor",1326817922052
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1326817922926
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326817924023
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1326817924982
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326817926564
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1326817929056
closed,editor,dclsuite,1.0.0.201201171054,"dclsuite.editor.DCLEditor",1326817929057
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1326817930970
opened,editor,dclsuite,1.0.0.201201171054,"dclsuite.editor.DCLEditor",1326817938168
activated,editor,dclsuite,1.0.0.201201171054,"dclsuite.editor.DCLEditor",1326817938190
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1326817938800
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326817939102
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1326817939437
closed,editor,dclsuite,1.0.0.201201171054,"dclsuite.editor.DCLEditor",1326817939437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1326817939445
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1326817941590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326817941952
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326817943119
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326817943144
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1326817943151
error,log,,,"Errors occurred during the build.",1326817943152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326817943191
